time,region,payment,weekend,category,customer
3/16/2020,Quận Gò Vấp,3511000,FALSE,C22,233
3/16/2020,Quận 4,5175000,FALSE,C22,71
3/16/2020,Quận 4,47850000,FALSE,C35,361
3/16/2020,Quận 2,95328000,FALSE,C40,475
3/16/2020,Quận 4,84776000,FALSE,C42,195
3/16/2020,Quận 12,5034000,FALSE,C38,409
3/16/2020,Quận Tân Bình,75927000,FALSE,C1,293
3/16/2020,Quận 6,94796000,FALSE,C19,138
3/17/2020,Quận Gò Vấp,6113000,FALSE,C49,234
3/17/2020,Quận 7,9516000,FALSE,C22,341
3/17/2020,Quận 4,15855000,FALSE,C48,97
3/17/2020,Quận 6,43291000,FALSE,C26,362
3/17/2020,Quận 9,37884000,FALSE,C2,434
3/17/2020,Quận 2,24356000,FALSE,C5,108
3/17/2020,Quận Thủ Đức,38755000,FALSE,C37,106
3/17/2020,Quận Bình Thạnh,16514000,FALSE,C29,436
3/17/2020,Quận Phú Nhuận,66289000,FALSE,C11,118
3/17/2020,Quận 3,2283000,FALSE,C16,24
3/17/2020,Quận 7,40786000,FALSE,C15,72
3/17/2020,Quận Tân Phú,68512000,FALSE,C33,79
3/17/2020,Quận 3,10309000,FALSE,C36,399
3/18/2020,Quận Bình Thạnh,37722000,FALSE,C33,482
3/18/2020,Quận Tân Phú,36175000,FALSE,C9,57
3/18/2020,Quận 4,95328000,FALSE,C1,96
3/18/2020,Quận Phú Nhuận,59993000,FALSE,C4,269
3/18/2020,Quận 10,24653000,FALSE,C7,91
3/18/2020,Quận 4,12410000,FALSE,C37,264
3/18/2020,Quận 12,81893000,FALSE,C35,2
3/18/2020,Quận 10,83976000,FALSE,C9,59
3/18/2020,Quận Tân Bình,59758000,FALSE,C44,24
3/18/2020,Quận 1,20267000,FALSE,C1,2
3/18/2020,Quận 1,81159000,FALSE,C32,166
3/18/2020,Quận Bình Thạnh,99715000,FALSE,C43,450
3/18/2020,Quận 4,93780000,FALSE,C7,20
3/18/2020,Quận 11,20933000,FALSE,C8,21
3/18/2020,Quận 1,48777000,FALSE,C21,399
3/18/2020,Quận 7,41719000,FALSE,C49,217
3/18/2020,Quận 2,95063000,FALSE,C17,145
3/19/2020,Quận 6,17736000,FALSE,C46,134
3/19/2020,Quận 10,82654000,FALSE,C34,486
3/19/2020,Quận Gò Vấp,24955000,FALSE,C25,41
3/19/2020,Quận 12,79112000,FALSE,C12,258
3/19/2020,Quận 2,60545000,FALSE,C17,19
3/19/2020,Quận 9,36205000,FALSE,C23,372
3/19/2020,Quận 1,87356000,FALSE,C36,75
3/19/2020,Quận 5,25580000,FALSE,C8,374
3/19/2020,Quận 10,11517000,FALSE,C43,110
3/19/2020,Quận 6,36710000,FALSE,C27,475
3/19/2020,Quận Tân Phú,33012000,FALSE,C30,418
3/19/2020,Quận 8,52540000,FALSE,C16,138
3/19/2020,Quận Tân Phú,21669000,FALSE,C49,54
3/19/2020,Quận 3,91645000,FALSE,C42,191
3/20/2020,Quận 12,95195000,FALSE,C1,325
3/20/2020,Quận Tân Bình,86506000,FALSE,C2,364
3/20/2020,Quận 2,54397000,FALSE,C40,40
3/20/2020,Quận 9,59893000,FALSE,C28,394
3/20/2020,Quận Gò Vấp,19185000,FALSE,C6,350
3/20/2020,Quận 1,17340000,FALSE,C29,419
3/20/2020,Quận 10,51478000,FALSE,C11,135
3/20/2020,Quận 9,89338000,FALSE,C15,401
3/20/2020,Quận 6,40469000,FALSE,C7,440
3/20/2020,Quận 5,72035000,FALSE,C6,335
3/20/2020,Quận 12,89508000,FALSE,C12,340
3/20/2020,Quận Tân Bình,54609000,FALSE,C37,464
3/20/2020,Quận Thủ Đức,33556000,FALSE,C37,448
3/20/2020,Quận 8,21609000,FALSE,C10,242
3/20/2020,Quận Bình Tân,95268000,FALSE,C14,493
3/21/2020,Quận 8,36348000,TRUE,C44,26
3/21/2020,Quận Thủ Đức,64807000,TRUE,C25,26
3/21/2020,Quận 10,84336000,TRUE,C24,335
3/21/2020,Quận Bình Thạnh,19378000,TRUE,C3,16
3/21/2020,Quận 11,90441000,TRUE,C5,81
3/21/2020,Quận 7,76247000,TRUE,C22,123
3/21/2020,Quận 11,37842000,TRUE,C42,368
3/21/2020,Quận Bình Thạnh,11479000,TRUE,C1,376
3/21/2020,Quận 11,58245000,TRUE,C28,128
3/21/2020,Quận 2,38636000,TRUE,C37,220
3/21/2020,Quận Thủ Đức,64673000,TRUE,C22,350
3/21/2020,Quận 12,62830000,TRUE,C42,38
3/21/2020,Quận 12,63456000,TRUE,C6,32
3/21/2020,Quận Bình Tân,67201000,TRUE,C43,412
3/21/2020,Quận 6,27693000,TRUE,C41,211
3/21/2020,Quận 11,68467000,TRUE,C47,470
3/21/2020,Quận 9,24705000,TRUE,C35,111
3/21/2020,Quận 4,26633000,TRUE,C8,200
3/21/2020,Quận Tân Phú,21237000,TRUE,C45,171
3/21/2020,Quận 6,53137000,TRUE,C44,276
3/21/2020,Quận Bình Tân,32242000,TRUE,C42,113
3/21/2020,Quận Bình Thạnh,25512000,TRUE,C13,405
3/21/2020,Quận Bình Tân,91210000,TRUE,C4,410
3/22/2020,Quận Bình Tân,50767000,TRUE,C23,60
3/22/2020,Quận 4,30798000,TRUE,C9,201
3/22/2020,Quận 5,44682000,TRUE,C39,174
3/22/2020,Quận 8,99098000,TRUE,C18,452
3/22/2020,Quận 8,35143000,TRUE,C21,114
3/22/2020,Quận Gò Vấp,90600000,TRUE,C16,319
3/22/2020,Quận 1,55772000,TRUE,C15,196
3/22/2020,Quận 7,71336000,TRUE,C39,387
3/22/2020,Quận 5,8564000,TRUE,C6,304
3/22/2020,Quận Bình Tân,58351000,TRUE,C7,385
3/23/2020,Quận 5,85174000,FALSE,C19,467
3/23/2020,Quận 4,74355000,FALSE,C32,497
3/23/2020,Quận 9,23276000,FALSE,C33,474
3/23/2020,Quận 12,53362000,FALSE,C2,96
3/23/2020,Quận 11,12990000,FALSE,C35,184
3/23/2020,Quận 12,92580000,FALSE,C16,239
3/23/2020,Quận Phú Nhuận,71421000,FALSE,C9,190
3/23/2020,Quận 3,72984000,FALSE,C23,445
3/23/2020,Quận 2,16797000,FALSE,C6,446
3/23/2020,Quận 11,34675000,FALSE,C22,354
3/23/2020,Quận Tân Phú,64179000,FALSE,C8,11
3/23/2020,Quận 11,97869000,FALSE,C30,272
3/23/2020,Quận Phú Nhuận,8845000,FALSE,C11,420
3/23/2020,Quận 3,87578000,FALSE,C39,239
3/23/2020,Quận 1,73256000,FALSE,C33,369
3/23/2020,Quận Tân Phú,54110000,FALSE,C36,377
3/23/2020,Quận Gò Vấp,24563000,FALSE,C9,56
3/24/2020,Quận 7,45658000,FALSE,C7,162
3/24/2020,Quận 12,16537000,FALSE,C35,124
3/24/2020,Quận 8,87141000,FALSE,C45,129
3/24/2020,Quận 1,31719000,FALSE,C13,252
3/24/2020,Quận 1,26499000,FALSE,C22,84
3/24/2020,Quận Tân Phú,11115000,FALSE,C13,95
3/24/2020,Quận Gò Vấp,39669000,FALSE,C24,258
3/24/2020,Quận 6,17247000,FALSE,C40,286
3/24/2020,Quận Tân Phú,99887000,FALSE,C4,392
3/24/2020,Quận Tân Phú,53237000,FALSE,C21,145
3/24/2020,Quận Bình Tân,32282000,FALSE,C40,134
3/24/2020,Quận Thủ Đức,92014000,FALSE,C18,435
3/24/2020,Quận 3,9738000,FALSE,C46,485
3/24/2020,Quận Gò Vấp,53389000,FALSE,C7,180
3/24/2020,Quận 10,11229000,FALSE,C32,454
3/25/2020,Quận 9,24042000,FALSE,C20,139
3/25/2020,Quận 6,5681000,FALSE,C18,401
3/25/2020,Quận 1,99292000,FALSE,C6,85
3/25/2020,Quận Gò Vấp,51577000,FALSE,C10,177
3/25/2020,Quận 11,30697000,FALSE,C41,493
3/25/2020,Quận 3,90624000,FALSE,C39,184
3/25/2020,Quận 12,80753000,FALSE,C20,314
3/25/2020,Quận 7,92221000,FALSE,C3,121
3/25/2020,Quận 5,22435000,FALSE,C14,385
3/25/2020,Quận Thủ Đức,78116000,FALSE,C41,437
3/25/2020,Quận 4,54456000,FALSE,C46,268
3/25/2020,Quận 9,64925000,FALSE,C32,25
3/25/2020,Quận 11,49537000,FALSE,C38,239
3/25/2020,Quận 6,2070000,FALSE,C2,377
3/25/2020,Quận 7,28917000,FALSE,C44,441
3/25/2020,Quận Tân Phú,49037000,FALSE,C31,263
3/25/2020,Quận 4,27845000,FALSE,C21,158
3/25/2020,Quận 10,16348000,FALSE,C39,496
3/25/2020,Quận 3,7168000,FALSE,C1,134
3/25/2020,Quận Thủ Đức,73498000,FALSE,C9,308
3/26/2020,Quận Bình Thạnh,20303000,FALSE,C15,123
3/26/2020,Quận 2,40186000,FALSE,C5,103
3/26/2020,Quận 4,33232000,FALSE,C18,278
3/26/2020,Quận Tân Phú,65728000,FALSE,C46,227
3/26/2020,Quận Bình Thạnh,29645000,FALSE,C17,402
3/26/2020,Quận 3,95714000,FALSE,C18,214
3/26/2020,Quận Phú Nhuận,46605000,FALSE,C47,284
3/26/2020,Quận Bình Thạnh,31918000,FALSE,C11,193
3/26/2020,Quận 6,10824000,FALSE,C15,482
3/26/2020,Quận 5,22236000,FALSE,C39,498
3/26/2020,Quận Bình Thạnh,60781000,FALSE,C31,201
3/26/2020,Quận 3,38915000,FALSE,C7,84
3/26/2020,Quận 5,85187000,FALSE,C45,295
3/26/2020,Quận 12,10529000,FALSE,C1,472
3/26/2020,Quận 8,63619000,FALSE,C48,271
3/27/2020,Quận Tân Bình,47843000,FALSE,C10,409
3/27/2020,Quận Tân Bình,56889000,FALSE,C31,12
3/27/2020,Quận 12,48270000,FALSE,C34,336
3/27/2020,Quận 1,8013000,FALSE,C17,224
3/27/2020,Quận 8,66848000,FALSE,C33,342
3/27/2020,Quận Thủ Đức,10753000,FALSE,C2,357
3/27/2020,Quận 2,75368000,FALSE,C36,33
3/27/2020,Quận Tân Phú,54721000,FALSE,C21,307
3/27/2020,Quận 12,67546000,FALSE,C31,441
3/27/2020,Quận Thủ Đức,25463000,FALSE,C14,375
3/27/2020,Quận 2,91237000,FALSE,C26,36
3/27/2020,Quận Thủ Đức,32505000,FALSE,C33,347
3/28/2020,Quận 10,10861000,TRUE,C34,301
3/28/2020,Quận Thủ Đức,1170000,TRUE,C28,374
3/28/2020,Quận Tân Phú,27728000,TRUE,C10,99
3/28/2020,Quận 12,9426000,TRUE,C37,289
3/28/2020,Quận 6,49900000,TRUE,C42,276
3/28/2020,Quận 2,9201000,TRUE,C36,240
3/28/2020,Quận Thủ Đức,64093000,TRUE,C5,234
3/28/2020,Quận Tân Phú,27791000,TRUE,C25,302
3/28/2020,Quận 12,50916000,TRUE,C21,421
3/28/2020,Quận 8,27911000,TRUE,C28,423
3/28/2020,Quận Tân Phú,53503000,TRUE,C46,88
3/29/2020,Quận 4,22732000,TRUE,C8,438
3/29/2020,Quận Gò Vấp,64418000,TRUE,C11,486
3/29/2020,Quận Tân Bình,49153000,TRUE,C11,285
3/29/2020,Quận 10,21286000,TRUE,C48,317
3/29/2020,Quận 9,41581000,TRUE,C14,73
3/29/2020,Quận 11,11905000,TRUE,C43,13
3/29/2020,Quận Gò Vấp,66228000,TRUE,C8,145
3/29/2020,Quận Thủ Đức,11136000,TRUE,C5,295
3/29/2020,Quận Thủ Đức,12370000,TRUE,C47,445
3/30/2020,Quận Phú Nhuận,50104000,FALSE,C36,360
3/30/2020,Quận 8,38894000,FALSE,C15,473
3/30/2020,Quận 6,32714000,FALSE,C11,323
3/30/2020,Quận 2,6540000,FALSE,C36,29
3/30/2020,Quận 11,974000,FALSE,C6,251
3/30/2020,Quận 12,13396000,FALSE,C23,322
3/30/2020,Quận 3,13678000,FALSE,C9,158
3/30/2020,Quận 2,71583000,FALSE,C14,461
3/30/2020,Quận Tân Bình,55297000,FALSE,C45,219
3/30/2020,Quận 9,32443000,FALSE,C18,471
3/30/2020,Quận Phú Nhuận,14697000,FALSE,C30,471
3/30/2020,Quận 11,51580000,FALSE,C45,148
3/30/2020,Quận 11,81444000,FALSE,C47,148
3/30/2020,Quận 1,74678000,FALSE,C30,88
3/31/2020,Quận Phú Nhuận,16868000,FALSE,C27,140
3/31/2020,Quận Bình Tân,92054000,FALSE,C31,240
3/31/2020,Quận Bình Tân,30246000,FALSE,C33,184
3/31/2020,Quận Tân Phú,67586000,FALSE,C26,295
3/31/2020,Quận Tân Bình,96191000,FALSE,C27,182
3/31/2020,Quận 11,18980000,FALSE,C16,404
3/31/2020,Quận 8,12922000,FALSE,C2,107
3/31/2020,Quận 5,21439000,FALSE,C30,258
3/31/2020,Quận 8,74379000,FALSE,C9,176
3/31/2020,Quận 3,56479000,FALSE,C37,363
3/31/2020,Quận 5,31265000,FALSE,C40,430
3/31/2020,Quận 1,56803000,FALSE,C44,67
3/31/2020,Quận 3,77166000,FALSE,C18,43
4/1/2020,Quận 5,95514000,FALSE,C21,474
4/1/2020,Quận 2,80044000,FALSE,C31,55
4/1/2020,Quận 11,85332000,FALSE,C34,369
4/1/2020,Quận Tân Phú,21585000,FALSE,C39,478
4/1/2020,Quận 9,27010000,FALSE,C40,157
4/1/2020,Quận 10,19148000,FALSE,C49,409
4/1/2020,Quận 11,41355000,FALSE,C18,91
4/1/2020,Quận 3,99321000,FALSE,C22,370
4/1/2020,Quận 6,1690000,FALSE,C22,352
4/1/2020,Quận 2,79814000,FALSE,C49,175
4/2/2020,Quận Tân Phú,60271000,FALSE,C29,310
4/2/2020,Quận Thủ Đức,96965000,FALSE,C46,45
4/2/2020,Quận 2,69212000,FALSE,C44,466
4/2/2020,Quận Bình Tân,15558000,FALSE,C10,135
4/2/2020,Quận 11,20481000,FALSE,C25,346
4/2/2020,Quận Phú Nhuận,68539000,FALSE,C41,236
4/2/2020,Quận Tân Phú,40614000,FALSE,C47,486
4/2/2020,Quận 1,83922000,FALSE,C37,258
4/2/2020,Quận Thủ Đức,15543000,FALSE,C38,464
4/2/2020,Quận 7,89963000,FALSE,C47,434
4/3/2020,Quận 3,14275000,FALSE,C1,360
4/3/2020,Quận 1,66776000,FALSE,C11,297
4/3/2020,Quận 8,96440000,FALSE,C24,363
4/3/2020,Quận Tân Bình,92788000,FALSE,C19,18
4/3/2020,Quận Bình Tân,43337000,FALSE,C5,310
4/3/2020,Quận 7,30603000,FALSE,C28,141
4/3/2020,Quận 12,546000,FALSE,C48,198
4/3/2020,Quận 2,40482000,FALSE,C25,476
4/3/2020,Quận 3,6392000,FALSE,C26,358
4/3/2020,Quận 7,64069000,FALSE,C37,237
4/3/2020,Quận Thủ Đức,89038000,FALSE,C3,427
4/3/2020,Quận Tân Phú,88902000,FALSE,C33,472
4/3/2020,Quận Tân Bình,82846000,FALSE,C8,66
4/3/2020,Quận 2,57114000,FALSE,C43,394
4/3/2020,Quận 4,85813000,FALSE,C33,57
4/3/2020,Quận 7,2435000,FALSE,C38,134
4/3/2020,Quận Tân Phú,94436000,FALSE,C28,434
4/3/2020,Quận Tân Bình,2832000,FALSE,C22,113
4/3/2020,Quận 2,53489000,FALSE,C9,370
4/3/2020,Quận 4,51519000,FALSE,C39,413
4/4/2020,Quận 6,5374000,TRUE,C35,345
4/4/2020,Quận Phú Nhuận,52145000,TRUE,C19,361
4/4/2020,Quận 10,48359000,TRUE,C33,463
4/4/2020,Quận Bình Tân,44917000,TRUE,C27,70
4/4/2020,Quận Thủ Đức,86625000,TRUE,C35,211
4/4/2020,Quận Bình Thạnh,14463000,TRUE,C8,441
4/4/2020,Quận 11,60994000,TRUE,C48,198
4/4/2020,Quận 7,78504000,TRUE,C18,256
4/4/2020,Quận 4,22376000,TRUE,C35,437
4/4/2020,Quận 12,93249000,TRUE,C34,109
4/4/2020,Quận Bình Thạnh,31666000,TRUE,C4,62
4/4/2020,Quận Bình Tân,45741000,TRUE,C9,307
4/4/2020,Quận 9,16883000,TRUE,C38,149
4/5/2020,Quận 1,53913000,TRUE,C33,457
4/5/2020,Quận Bình Tân,17593000,TRUE,C6,121
4/5/2020,Quận Tân Phú,93199000,TRUE,C22,391
4/5/2020,Quận 12,93839000,TRUE,C47,429
4/5/2020,Quận 7,17963000,TRUE,C18,246
4/5/2020,Quận 10,56674000,TRUE,C38,233
4/5/2020,Quận Gò Vấp,40504000,TRUE,C19,151
4/5/2020,Quận 1,3554000,TRUE,C41,410
4/5/2020,Quận 1,25386000,TRUE,C5,189
4/5/2020,Quận 8,61785000,TRUE,C3,209
4/5/2020,Quận 7,92331000,TRUE,C16,12
4/5/2020,Quận 5,75239000,TRUE,C39,395
4/5/2020,Quận 12,23559000,TRUE,C2,70
4/5/2020,Quận 7,91440000,TRUE,C34,435
4/6/2020,Quận Thủ Đức,71781000,FALSE,C16,448
4/6/2020,Quận 5,69210000,FALSE,C26,303
4/6/2020,Quận Bình Thạnh,73125000,FALSE,C48,363
4/6/2020,Quận 8,55472000,FALSE,C47,49
4/6/2020,Quận 10,12824000,FALSE,C35,430
4/6/2020,Quận Bình Tân,94009000,FALSE,C37,162
4/6/2020,Quận 3,10914000,FALSE,C11,57
4/6/2020,Quận 5,10067000,FALSE,C26,342
4/6/2020,Quận Thủ Đức,20545000,FALSE,C44,355
4/7/2020,Quận 4,88855000,FALSE,C18,123
4/7/2020,Quận Bình Tân,26834000,FALSE,C10,130
4/7/2020,Quận 1,51071000,FALSE,C26,169
4/7/2020,Quận Tân Bình,25722000,FALSE,C17,383
4/7/2020,Quận 7,68565000,FALSE,C47,368
4/7/2020,Quận 12,87136000,FALSE,C46,306
4/7/2020,Quận Gò Vấp,12732000,FALSE,C20,225
4/7/2020,Quận 4,48387000,FALSE,C36,255
4/7/2020,Quận 2,87070000,FALSE,C11,494
4/7/2020,Quận 7,64132000,FALSE,C40,267
4/7/2020,Quận 12,11029000,FALSE,C6,338
4/7/2020,Quận Bình Tân,13905000,FALSE,C22,304
4/7/2020,Quận 1,50131000,FALSE,C3,329
4/7/2020,Quận 9,58686000,FALSE,C46,321
4/8/2020,Quận 2,95424000,FALSE,C45,372
4/8/2020,Quận Tân Phú,54079000,FALSE,C29,453
4/8/2020,Quận 10,75221000,FALSE,C33,288
4/8/2020,Quận 11,83895000,FALSE,C48,479
4/8/2020,Quận 5,83848000,FALSE,C2,448
4/8/2020,Quận 5,2788000,FALSE,C22,41
4/8/2020,Quận 1,84104000,FALSE,C12,280
4/8/2020,Quận 4,9022000,FALSE,C40,270
4/8/2020,Quận 1,30981000,FALSE,C47,249
4/8/2020,Quận 8,73832000,FALSE,C21,416
4/8/2020,Quận 8,60849000,FALSE,C17,140
4/9/2020,Quận Thủ Đức,25701000,FALSE,C16,145
4/9/2020,Quận 4,77561000,FALSE,C26,335
4/9/2020,Quận 12,50555000,FALSE,C23,2
4/9/2020,Quận Thủ Đức,87473000,FALSE,C11,8
4/9/2020,Quận 3,90948000,FALSE,C19,155
4/9/2020,Quận Gò Vấp,72999000,FALSE,C20,474
4/9/2020,Quận 9,16351000,FALSE,C45,9
4/9/2020,Quận Gò Vấp,69450000,FALSE,C21,207
4/9/2020,Quận 4,44898000,FALSE,C2,2
4/10/2020,Quận 3,46228000,FALSE,C11,278
4/10/2020,Quận 12,64288000,FALSE,C30,397
4/10/2020,Quận Tân Bình,12331000,FALSE,C2,31
4/10/2020,Quận 2,51897000,FALSE,C34,395
4/10/2020,Quận 12,25850000,FALSE,C11,92
4/10/2020,Quận Phú Nhuận,92929000,FALSE,C42,46
4/10/2020,Quận 3,22337000,FALSE,C39,231
4/10/2020,Quận 1,84920000,FALSE,C46,44
4/10/2020,Quận Gò Vấp,87757000,FALSE,C32,430
4/10/2020,Quận 11,44482000,FALSE,C19,309
4/10/2020,Quận 11,26804000,FALSE,C46,262
4/10/2020,Quận 3,51051000,FALSE,C22,105
4/11/2020,Quận Gò Vấp,88294000,TRUE,C14,90
4/11/2020,Quận Tân Bình,97686000,TRUE,C26,279
4/11/2020,Quận 7,34303000,TRUE,C30,167
4/11/2020,Quận 2,60761000,TRUE,C47,288
4/11/2020,Quận 2,46830000,TRUE,C3,111
4/11/2020,Quận 10,62987000,TRUE,C37,146
4/11/2020,Quận Tân Phú,97430000,TRUE,C19,114
4/11/2020,Quận 7,26839000,TRUE,C35,109
4/11/2020,Quận 11,54821000,TRUE,C27,406
4/11/2020,Quận Gò Vấp,9312000,TRUE,C31,379
4/11/2020,Quận Phú Nhuận,40170000,TRUE,C36,401
4/11/2020,Quận Phú Nhuận,48064000,TRUE,C27,382
4/11/2020,Quận Tân Bình,2975000,TRUE,C45,350
4/11/2020,Quận 7,65761000,TRUE,C35,362
4/11/2020,Quận 6,16099000,TRUE,C10,386
4/11/2020,Quận Thủ Đức,16237000,TRUE,C23,226
4/12/2020,Quận 10,11881000,TRUE,C39,429
4/12/2020,Quận Thủ Đức,86142000,TRUE,C35,297
4/12/2020,Quận Thủ Đức,41945000,TRUE,C39,322
4/12/2020,Quận 10,23071000,TRUE,C7,199
4/12/2020,Quận 9,61155000,TRUE,C35,7
4/12/2020,Quận 8,6569000,TRUE,C10,163
4/12/2020,Quận Gò Vấp,34976000,TRUE,C29,277
4/12/2020,Quận 12,91033000,TRUE,C14,380
4/12/2020,Quận Bình Thạnh,16292000,TRUE,C14,158
4/12/2020,Quận 11,39718000,TRUE,C39,248
4/12/2020,Quận 8,82135000,TRUE,C22,490
4/12/2020,Quận 12,50624000,TRUE,C13,397
4/12/2020,Quận 3,33613000,TRUE,C39,297
4/12/2020,Quận Bình Thạnh,32148000,TRUE,C4,133
4/12/2020,Quận 10,68555000,TRUE,C47,261
4/12/2020,Quận 9,7418000,TRUE,C11,89
4/12/2020,Quận Bình Thạnh,84779000,TRUE,C40,132
4/13/2020,Quận 4,86330000,FALSE,C15,42
4/13/2020,Quận 12,64455000,FALSE,C28,421
4/13/2020,Quận Gò Vấp,21572000,FALSE,C1,441
4/13/2020,Quận 11,94749000,FALSE,C38,204
4/13/2020,Quận Gò Vấp,70659000,FALSE,C11,400
4/13/2020,Quận Gò Vấp,83191000,FALSE,C4,280
4/13/2020,Quận Bình Tân,70665000,FALSE,C2,211
4/13/2020,Quận 1,30359000,FALSE,C11,469
4/13/2020,Quận 6,18589000,FALSE,C5,45
4/13/2020,Quận 12,90952000,FALSE,C9,107
4/13/2020,Quận 2,3100000,FALSE,C16,144
4/13/2020,Quận 1,25188000,FALSE,C15,323
4/13/2020,Quận Thủ Đức,76270000,FALSE,C16,93
4/13/2020,Quận 3,82109000,FALSE,C47,299
4/13/2020,Quận Tân Phú,18451000,FALSE,C1,18
4/13/2020,Quận 11,28801000,FALSE,C13,481
4/14/2020,Quận 9,5473000,FALSE,C41,306
4/14/2020,Quận 11,52451000,FALSE,C38,304
4/14/2020,Quận 10,74404000,FALSE,C21,487
4/14/2020,Quận 12,7173000,FALSE,C33,98
4/14/2020,Quận Thủ Đức,20824000,FALSE,C21,339
4/14/2020,Quận Thủ Đức,71992000,FALSE,C42,98
4/14/2020,Quận 1,84124000,FALSE,C48,97
4/14/2020,Quận 2,60358000,FALSE,C8,295
4/14/2020,Quận Thủ Đức,74496000,FALSE,C21,432
4/14/2020,Quận Tân Phú,86145000,FALSE,C9,281
4/14/2020,Quận 1,89385000,FALSE,C32,430
4/14/2020,Quận 2,18100000,FALSE,C10,165
4/15/2020,Quận Gò Vấp,5731000,FALSE,C23,294
4/15/2020,Quận 1,86755000,FALSE,C25,416
4/15/2020,Quận 1,66281000,FALSE,C37,462
4/15/2020,Quận 3,53059000,FALSE,C16,320
4/15/2020,Quận Bình Tân,43014000,FALSE,C31,462
4/15/2020,Quận 3,42118000,FALSE,C19,188
4/15/2020,Quận 6,61924000,FALSE,C3,191
4/15/2020,Quận 11,90668000,FALSE,C28,96
4/16/2020,Quận 12,36946000,FALSE,C14,119
4/16/2020,Quận 6,79533000,FALSE,C44,45
4/16/2020,Quận Tân Bình,98007000,FALSE,C38,184
4/16/2020,Quận 3,40588000,FALSE,C8,493
4/16/2020,Quận Gò Vấp,45116000,FALSE,C1,408
4/16/2020,Quận 5,80240000,FALSE,C7,224
4/16/2020,Quận 12,24505000,FALSE,C30,117
4/16/2020,Quận 4,16350000,FALSE,C28,122
4/17/2020,Quận 10,74037000,FALSE,C12,437
4/17/2020,Quận Tân Phú,91934000,FALSE,C3,467
4/17/2020,Quận 12,33854000,FALSE,C44,3
4/17/2020,Quận Bình Thạnh,38064000,FALSE,C20,189
4/17/2020,Quận Phú Nhuận,92400000,FALSE,C6,278
4/17/2020,Quận Tân Phú,44738000,FALSE,C41,164
4/17/2020,Quận 1,46095000,FALSE,C34,65
4/17/2020,Quận 3,93737000,FALSE,C15,159
4/17/2020,Quận 5,54192000,FALSE,C19,150
4/17/2020,Quận Tân Phú,4184000,FALSE,C27,328
4/17/2020,Quận 11,50886000,FALSE,C22,269
4/17/2020,Quận 2,32234000,FALSE,C16,141
4/17/2020,Quận 6,92919000,FALSE,C15,302
4/17/2020,Quận 10,98188000,FALSE,C38,195
4/18/2020,Quận Bình Thạnh,86885000,TRUE,C39,407
4/18/2020,Quận Thủ Đức,74976000,TRUE,C49,455
4/18/2020,Quận Gò Vấp,18878000,TRUE,C4,358
4/18/2020,Quận 8,26977000,TRUE,C21,230
4/18/2020,Quận 7,4111000,TRUE,C5,104
4/18/2020,Quận Bình Thạnh,29798000,TRUE,C49,486
4/18/2020,Quận Tân Phú,19765000,TRUE,C21,433
4/18/2020,Quận 4,81019000,TRUE,C19,471
4/19/2020,Quận 9,32326000,TRUE,C14,284
4/19/2020,Quận 3,94956000,TRUE,C9,60
4/19/2020,Quận 6,61141000,TRUE,C27,431
4/19/2020,Quận 5,70086000,TRUE,C38,2
4/19/2020,Quận 6,15353000,TRUE,C16,163
4/19/2020,Quận 10,89622000,TRUE,C30,441
4/19/2020,Quận Tân Phú,85226000,TRUE,C41,414
4/19/2020,Quận 11,69704000,TRUE,C39,271
4/19/2020,Quận 2,63722000,TRUE,C2,383
4/19/2020,Quận 9,30856000,TRUE,C14,150
4/20/2020,Quận 10,28360000,FALSE,C4,174
4/20/2020,Quận 5,1868000,FALSE,C41,203
4/20/2020,Quận Tân Phú,71149000,FALSE,C46,350
4/20/2020,Quận 6,76275000,FALSE,C42,390
4/20/2020,Quận 7,54148000,FALSE,C19,54
4/20/2020,Quận Thủ Đức,86270000,FALSE,C13,52
4/20/2020,Quận Tân Bình,43229000,FALSE,C27,132
4/20/2020,Quận Phú Nhuận,65393000,FALSE,C49,481
4/20/2020,Quận 10,53138000,FALSE,C14,28
4/20/2020,Quận Bình Thạnh,22632000,FALSE,C5,267
4/20/2020,Quận 1,20828000,FALSE,C31,330
4/20/2020,Quận Thủ Đức,61739000,FALSE,C2,79
4/20/2020,Quận 1,9690000,FALSE,C49,317
4/20/2020,Quận Thủ Đức,9924000,FALSE,C37,74
4/21/2020,Quận Thủ Đức,33626000,FALSE,C7,252
4/21/2020,Quận 10,99367000,FALSE,C23,62
4/21/2020,Quận 8,27729000,FALSE,C37,490
4/21/2020,Quận 3,9898000,FALSE,C3,392
4/21/2020,Quận Thủ Đức,49547000,FALSE,C1,307
4/21/2020,Quận 4,75494000,FALSE,C8,469
4/21/2020,Quận 3,71415000,FALSE,C7,130
4/21/2020,Quận 6,95790000,FALSE,C36,432
4/21/2020,Quận 3,45140000,FALSE,C36,387
4/21/2020,Quận Tân Phú,34141000,FALSE,C16,57
4/21/2020,Quận Tân Bình,62051000,FALSE,C11,403
4/21/2020,Quận Gò Vấp,74611000,FALSE,C41,147
4/21/2020,Quận 11,90313000,FALSE,C13,325
4/21/2020,Quận 8,24049000,FALSE,C45,6
4/21/2020,Quận 12,32870000,FALSE,C41,67
4/21/2020,Quận 1,15417000,FALSE,C43,482
4/22/2020,Quận 4,47322000,FALSE,C31,71
