,time,region,payment,weekend,category,customer,month,day
854,2020-03-02,Quận 1,41409000,False,C40,190,3,2
855,2020-03-02,Quận 5,68923000,False,C17,421,3,2
856,2020-03-02,Quận Thủ Đức,50195000,False,C40,399,3,2
857,2020-03-02,Quận Bình Tân,41628000,False,C3,31,3,2
858,2020-03-02,Quận Bình Tân,10422000,False,C49,135,3,2
859,2020-03-02,Quận 4,73448000,False,C13,54,3,2
860,2020-03-02,Quận 7,17464000,False,C46,470,3,2
861,2020-03-03,Quận 4,10283000,False,C29,449,3,3
862,2020-03-03,Quận 6,49738000,False,C12,19,3,3
863,2020-03-03,Quận 6,29271000,False,C29,279,3,3
864,2020-03-03,Quận Phú Nhuận,89796000,False,C1,419,3,3
865,2020-03-03,Quận 1,82643000,False,C15,236,3,3
866,2020-03-03,Quận 3,45954000,False,C44,378,3,3
867,2020-03-03,Quận 11,87731000,False,C14,49,3,3
868,2020-03-03,Quận 3,5582000,False,C12,60,3,3
869,2020-03-03,Quận Tân Bình,96685000,False,C25,376,3,3
870,2020-03-03,Quận 10,77000000,False,C9,467,3,3
871,2020-03-03,Quận Tân Bình,52541000,False,C12,182,3,3
872,2020-03-03,Quận Bình Tân,65761000,False,C48,41,3,3
873,2020-03-03,Quận 5,55045000,False,C30,33,3,3
874,2020-03-03,Quận 11,16780000,False,C42,301,3,3
875,2020-03-03,Quận Thủ Đức,44186000,False,C31,485,3,3
876,2020-03-03,Quận Tân Phú,74745000,False,C11,483,3,3
877,2020-03-03,Quận 6,1231000,False,C3,232,3,3
878,2020-03-04,Quận Tân Bình,7296000,False,C25,147,3,4
879,2020-03-04,Quận 1,8581000,False,C11,301,3,4
880,2020-03-04,Quận 7,66841000,False,C41,437,3,4
881,2020-03-04,Quận 11,77513000,False,C37,371,3,4
882,2020-03-04,Quận Bình Thạnh,33365000,False,C2,169,3,4
883,2020-03-04,Quận Thủ Đức,27079000,False,C34,341,3,4
884,2020-03-04,Quận 4,45636000,False,C4,379,3,4
885,2020-03-04,Quận 6,51071000,False,C45,69,3,4
886,2020-03-04,Quận 7,65674000,False,C37,467,3,4
887,2020-03-04,Quận Phú Nhuận,44602000,False,C29,317,3,4
888,2020-03-04,Quận 1,65077000,False,C43,51,3,4
889,2020-03-04,Quận Gò Vấp,13324000,False,C12,155,3,4
890,2020-03-04,Quận Gò Vấp,20402000,False,C46,328,3,4
891,2020-03-04,Quận 10,97743000,False,C49,116,3,4
892,2020-03-04,Quận 9,98609000,False,C23,59,3,4
893,2020-03-05,Quận 12,86627000,False,C1,413,3,5
894,2020-03-05,Quận 2,60851000,False,C9,132,3,5
895,2020-03-05,Quận 5,10617000,False,C1,480,3,5
896,2020-03-05,Quận 5,11568000,False,C27,82,3,5
897,2020-03-05,Quận 3,95904000,False,C36,384,3,5
898,2020-03-05,Quận 10,68931000,False,C7,485,3,5
899,2020-03-05,Quận 5,55600000,False,C33,295,3,5
900,2020-03-05,Quận Gò Vấp,2179000,False,C27,365,3,5
901,2020-03-05,Quận 7,26135000,False,C11,482,3,5
902,2020-03-05,Quận 4,99633000,False,C39,321,3,5
903,2020-03-05,Quận Bình Thạnh,60622000,False,C31,83,3,5
904,2020-03-05,Quận Phú Nhuận,9646000,False,C19,40,3,5
905,2020-03-05,Quận Thủ Đức,78706000,False,C12,271,3,5
906,2020-03-05,Quận 3,70919000,False,C36,451,3,5
907,2020-03-05,Quận 6,26820000,False,C3,319,3,5
908,2020-03-06,Quận 2,91363000,False,C23,164,3,6
909,2020-03-06,Quận 12,26251000,False,C46,161,3,6
910,2020-03-06,Quận 7,65902000,False,C19,283,3,6
911,2020-03-06,Quận 11,26094000,False,C14,386,3,6
912,2020-03-06,Quận Bình Thạnh,81220000,False,C28,316,3,6
913,2020-03-06,Quận 6,3610000,False,C8,302,3,6
914,2020-03-06,Quận Tân Bình,46508000,False,C36,189,3,6
915,2020-03-06,Quận Gò Vấp,44664000,False,C12,330,3,6
916,2020-03-06,Quận Tân Bình,77064000,False,C44,419,3,6
917,2020-03-06,Quận 1,14166000,False,C1,370,3,6
918,2020-03-06,Quận 12,56297000,False,C17,101,3,6
919,2020-03-06,Quận 4,17892000,False,C49,422,3,6
920,2020-03-06,Quận Gò Vấp,14131000,False,C44,303,3,6
921,2020-03-06,Quận 5,85419000,False,C22,472,3,6
922,2020-03-06,Quận Phú Nhuận,63058000,False,C33,461,3,6
923,2020-03-07,Quận Phú Nhuận,80371000,True,C31,363,3,7
924,2020-03-07,Quận Gò Vấp,30637000,True,C40,484,3,7
925,2020-03-07,Quận 5,83219000,True,C25,95,3,7
926,2020-03-07,Quận 1,2798000,True,C5,72,3,7
927,2020-03-07,Quận Bình Tân,10415000,True,C14,251,3,7
928,2020-03-07,Quận Tân Phú,23126000,True,C3,423,3,7
929,2020-03-07,Quận Bình Thạnh,33232000,True,C25,303,3,7
930,2020-03-07,Quận 1,49437000,True,C45,271,3,7
931,2020-03-07,Quận Tân Phú,38165000,True,C42,351,3,7
932,2020-03-07,Quận 3,31005000,True,C17,170,3,7
933,2020-03-07,Quận 5,36103000,True,C22,368,3,7
934,2020-03-07,Quận 4,78411000,True,C14,49,3,7
935,2020-03-07,Quận Phú Nhuận,59402000,True,C31,335,3,7
936,2020-03-08,Quận 2,16453000,True,C12,487,3,8
937,2020-03-08,Quận 3,48337000,True,C36,303,3,8
938,2020-03-08,Quận 11,93335000,True,C35,54,3,8
939,2020-03-08,Quận 1,5062000,True,C34,287,3,8
940,2020-03-08,Quận 8,27839000,True,C2,426,3,8
941,2020-03-08,Quận 11,99732000,True,C29,184,3,8
942,2020-03-08,Quận 10,54719000,True,C47,325,3,8
943,2020-03-08,Quận 7,86480000,True,C2,226,3,8
944,2020-03-09,Quận 1,25538000,False,C13,153,3,9
945,2020-03-09,Quận Gò Vấp,27561000,False,C38,159,3,9
946,2020-03-09,Quận Tân Phú,18578000,False,C24,93,3,9
947,2020-03-09,Quận 11,66367000,False,C36,230,3,9
948,2020-03-09,Quận Bình Thạnh,64598000,False,C14,467,3,9
949,2020-03-09,Quận 3,76869000,False,C13,312,3,9
950,2020-03-09,Quận Phú Nhuận,27756000,False,C43,496,3,9
951,2020-03-09,Quận Phú Nhuận,67408000,False,C18,74,3,9
952,2020-03-09,Quận Bình Tân,79380000,False,C7,156,3,9
953,2020-03-09,Quận 11,19389000,False,C4,182,3,9
954,2020-03-10,Quận 11,20971000,False,C27,277,3,10
955,2020-03-10,Quận 1,73880000,False,C14,182,3,10
956,2020-03-10,Quận 1,32958000,False,C5,31,3,10
957,2020-03-10,Quận 1,26998000,False,C31,285,3,10
958,2020-03-10,Quận 8,86077000,False,C49,342,3,10
959,2020-03-10,Quận 3,3613000,False,C43,76,3,10
960,2020-03-10,Quận 1,75015000,False,C32,297,3,10
961,2020-03-10,Quận 3,92812000,False,C7,315,3,10
962,2020-03-10,Quận 2,97008000,False,C41,355,3,10
963,2020-03-10,Quận Bình Tân,8504000,False,C43,154,3,10
964,2020-03-10,Quận Gò Vấp,38680000,False,C35,456,3,10
965,2020-03-10,Quận 4,38078000,False,C39,200,3,10
966,2020-03-10,Quận 9,98831000,False,C1,100,3,10
967,2020-03-10,Quận Gò Vấp,79654000,False,C14,260,3,10
968,2020-03-10,Quận Tân Phú,99605000,False,C43,416,3,10
969,2020-03-10,Quận Phú Nhuận,98525000,False,C1,17,3,10
970,2020-03-10,Quận 7,38137000,False,C24,358,3,10
971,2020-03-10,Quận 2,18820000,False,C7,194,3,10
972,2020-03-11,Quận Gò Vấp,9527000,False,C11,50,3,11
973,2020-03-11,Quận 8,92567000,False,C39,481,3,11
974,2020-03-11,Quận 1,84559000,False,C21,223,3,11
975,2020-03-11,Quận 5,54651000,False,C44,28,3,11
976,2020-03-11,Quận Gò Vấp,60297000,False,C10,273,3,11
977,2020-03-11,Quận 8,1544000,False,C43,419,3,11
978,2020-03-11,Quận 11,54795000,False,C47,112,3,11
979,2020-03-11,Quận Thủ Đức,51307000,False,C15,40,3,11
980,2020-03-11,Quận Bình Tân,36760000,False,C6,443,3,11
981,2020-03-11,Quận 2,91345000,False,C45,17,3,11
982,2020-03-12,Quận Bình Tân,16650000,False,C30,237,3,12
983,2020-03-12,Quận Phú Nhuận,94282000,False,C43,423,3,12
984,2020-03-12,Quận Thủ Đức,84274000,False,C7,51,3,12
985,2020-03-12,Quận 8,10714000,False,C7,229,3,12
986,2020-03-12,Quận 2,10013000,False,C18,427,3,12
987,2020-03-12,Quận Gò Vấp,73182000,False,C38,299,3,12
988,2020-03-12,Quận Gò Vấp,12868000,False,C8,367,3,12
989,2020-03-12,Quận 9,16226000,False,C2,275,3,12
990,2020-03-12,Quận Tân Bình,60036000,False,C2,44,3,12
991,2020-03-12,Quận 11,82045000,False,C30,426,3,12
992,2020-03-12,Quận Bình Thạnh,35113000,False,C4,305,3,12
993,2020-03-12,Quận 10,10976000,False,C7,478,3,12
994,2020-03-12,Quận 1,81669000,False,C39,190,3,12
995,2020-03-12,Quận Tân Phú,36268000,False,C40,32,3,12
996,2020-03-12,Quận Tân Bình,67762000,False,C12,128,3,12
997,2020-03-12,Quận 8,99826000,False,C36,79,3,12
998,2020-03-13,Quận 9,28291000,False,C13,266,3,13
999,2020-03-13,Quận 1,51069000,False,C19,494,3,13
1000,2020-03-13,Quận 1,48943000,False,C46,253,3,13
1001,2020-03-13,Quận 2,69310000,False,C22,239,3,13
1002,2020-03-13,Quận 3,31822000,False,C6,498,3,13
1003,2020-03-13,Quận 3,5865000,False,C30,127,3,13
1004,2020-03-13,Quận 2,51740000,False,C2,247,3,13
1005,2020-03-13,Quận Phú Nhuận,39794000,False,C6,10,3,13
1006,2020-03-13,Quận 3,70287000,False,C26,279,3,13
1007,2020-03-13,Quận 3,1991000,False,C23,247,3,13
1008,2020-03-13,Quận Gò Vấp,68350000,False,C1,40,3,13
1009,2020-03-13,Quận Tân Bình,37109000,False,C21,292,3,13
1010,2020-03-13,Quận Tân Phú,82969000,False,C26,212,3,13
1011,2020-03-13,Quận 10,42576000,False,C23,26,3,13
1012,2020-03-13,Quận Thủ Đức,81299000,False,C14,442,3,13
1013,2020-03-14,Quận 10,44678000,True,C3,470,3,14
1014,2020-03-14,Quận Bình Tân,16176000,True,C46,87,3,14
1015,2020-03-14,Quận 5,14955000,True,C13,93,3,14
1016,2020-03-14,Quận 3,76753000,True,C28,1,3,14
1017,2020-03-14,Quận 8,24932000,True,C5,4,3,14
1018,2020-03-14,Quận 4,12782000,True,C47,239,3,14
1019,2020-03-14,Quận Gò Vấp,50255000,True,C16,82,3,14
1020,2020-03-14,Quận Thủ Đức,81247000,True,C9,379,3,14
1021,2020-03-14,Quận 5,24527000,True,C32,222,3,14
1022,2020-03-14,Quận Bình Thạnh,82767000,True,C41,84,3,14
1023,2020-03-14,Quận Thủ Đức,75401000,True,C39,494,3,14
1024,2020-03-14,Quận 10,98952000,True,C20,51,3,14
1025,2020-03-14,Quận 1,17479000,True,C21,321,3,14
1026,2020-03-14,Quận 5,64455000,True,C12,234,3,14
1027,2020-03-14,Quận 4,44420000,True,C19,455,3,14
1028,2020-03-14,Quận 10,95773000,True,C6,96,3,14
1029,2020-03-15,Quận 11,71360000,True,C5,431,3,15
1030,2020-03-15,Quận Bình Tân,75197000,True,C26,24,3,15
1031,2020-03-15,Quận 10,32152000,True,C9,261,3,15
1032,2020-03-15,Quận 10,75178000,True,C11,104,3,15
1033,2020-03-15,Quận Phú Nhuận,81543000,True,C17,348,3,15
1034,2020-03-15,Quận 6,55572000,True,C16,13,3,15
1035,2020-03-15,Quận 11,65744000,True,C37,395,3,15
1036,2020-03-15,Quận Bình Tân,95183000,True,C25,213,3,15
1037,2020-03-15,Quận 3,8494000,True,C19,489,3,15
1038,2020-03-15,Quận Tân Bình,28316000,True,C36,496,3,15
1039,2020-03-15,Quận 11,5380000,True,C35,97,3,15
1040,2020-03-16,Quận 1,97381000,False,C38,462,3,16
1041,2020-03-16,Quận Gò Vấp,95871000,False,C34,122,3,16
1042,2020-03-16,Quận 5,75178000,False,C15,288,3,16
1043,2020-03-16,Quận 9,30932000,False,C16,171,3,16
1044,2020-03-16,Quận Gò Vấp,88999000,False,C41,452,3,16
1045,2020-03-16,Quận Gò Vấp,58423000,False,C16,402,3,16
1046,2020-03-16,Quận Bình Thạnh,52511000,False,C48,288,3,16
1047,2020-03-16,Quận Gò Vấp,3511000,False,C22,233,3,16
1048,2020-03-16,Quận 4,5175000,False,C22,71,3,16
1049,2020-03-16,Quận 4,47850000,False,C35,361,3,16
1050,2020-03-16,Quận 2,95328000,False,C40,475,3,16
1051,2020-03-16,Quận 4,84776000,False,C42,195,3,16
1052,2020-03-16,Quận 12,5034000,False,C38,409,3,16
1053,2020-03-16,Quận Tân Bình,75927000,False,C1,293,3,16
1054,2020-03-16,Quận 6,94796000,False,C19,138,3,16
1055,2020-03-17,Quận Gò Vấp,6113000,False,C49,234,3,17
1056,2020-03-17,Quận 7,9516000,False,C22,341,3,17
1057,2020-03-17,Quận 4,15855000,False,C48,97,3,17
1058,2020-03-17,Quận 6,43291000,False,C26,362,3,17
1059,2020-03-17,Quận 9,37884000,False,C2,434,3,17
1060,2020-03-17,Quận 2,24356000,False,C5,108,3,17
1061,2020-03-17,Quận Thủ Đức,38755000,False,C37,106,3,17
1062,2020-03-17,Quận Bình Thạnh,16514000,False,C29,436,3,17
1063,2020-03-17,Quận Phú Nhuận,66289000,False,C11,118,3,17
1064,2020-03-17,Quận 3,2283000,False,C16,24,3,17
1065,2020-03-17,Quận 7,40786000,False,C15,72,3,17
1066,2020-03-17,Quận Tân Phú,68512000,False,C33,79,3,17
1067,2020-03-17,Quận 3,10309000,False,C36,399,3,17
1068,2020-03-18,Quận Bình Thạnh,37722000,False,C33,482,3,18
1069,2020-03-18,Quận Tân Phú,36175000,False,C9,57,3,18
1070,2020-03-18,Quận 4,95328000,False,C1,96,3,18
1071,2020-03-18,Quận Phú Nhuận,59993000,False,C4,269,3,18
1072,2020-03-18,Quận 10,24653000,False,C7,91,3,18
1073,2020-03-18,Quận 4,12410000,False,C37,264,3,18
1074,2020-03-18,Quận 12,81893000,False,C35,2,3,18
1075,2020-03-18,Quận 10,83976000,False,C9,59,3,18
1076,2020-03-18,Quận Tân Bình,59758000,False,C44,24,3,18
1077,2020-03-18,Quận 1,20267000,False,C1,2,3,18
1078,2020-03-18,Quận 1,81159000,False,C32,166,3,18
1079,2020-03-18,Quận Bình Thạnh,99715000,False,C43,450,3,18
1080,2020-03-18,Quận 4,93780000,False,C7,20,3,18
1081,2020-03-18,Quận 11,20933000,False,C8,21,3,18
1082,2020-03-18,Quận 1,48777000,False,C21,399,3,18
1083,2020-03-18,Quận 7,41719000,False,C49,217,3,18
1084,2020-03-18,Quận 2,95063000,False,C17,145,3,18
1085,2020-03-19,Quận 6,17736000,False,C46,134,3,19
1086,2020-03-19,Quận 10,82654000,False,C34,486,3,19
1087,2020-03-19,Quận Gò Vấp,24955000,False,C25,41,3,19
1088,2020-03-19,Quận 12,79112000,False,C12,258,3,19
1089,2020-03-19,Quận 2,60545000,False,C17,19,3,19
1090,2020-03-19,Quận 9,36205000,False,C23,372,3,19
1091,2020-03-19,Quận 1,87356000,False,C36,75,3,19
1092,2020-03-19,Quận 5,25580000,False,C8,374,3,19
1093,2020-03-19,Quận 10,11517000,False,C43,110,3,19
1094,2020-03-19,Quận 6,36710000,False,C27,475,3,19
1095,2020-03-19,Quận Tân Phú,33012000,False,C30,418,3,19
1096,2020-03-19,Quận 8,52540000,False,C16,138,3,19
1097,2020-03-19,Quận Tân Phú,21669000,False,C49,54,3,19
1098,2020-03-19,Quận 3,91645000,False,C42,191,3,19
1099,2020-03-20,Quận 12,95195000,False,C1,325,3,20
1100,2020-03-20,Quận Tân Bình,86506000,False,C2,364,3,20
1101,2020-03-20,Quận 2,54397000,False,C40,40,3,20
1102,2020-03-20,Quận 9,59893000,False,C28,394,3,20
1103,2020-03-20,Quận Gò Vấp,19185000,False,C6,350,3,20
1104,2020-03-20,Quận 1,17340000,False,C29,419,3,20
1105,2020-03-20,Quận 10,51478000,False,C11,135,3,20
1106,2020-03-20,Quận 9,89338000,False,C15,401,3,20
1107,2020-03-20,Quận 6,40469000,False,C7,440,3,20
1108,2020-03-20,Quận 5,72035000,False,C6,335,3,20
1109,2020-03-20,Quận 12,89508000,False,C12,340,3,20
1110,2020-03-20,Quận Tân Bình,54609000,False,C37,464,3,20
1111,2020-03-20,Quận Thủ Đức,33556000,False,C37,448,3,20
1112,2020-03-20,Quận 8,21609000,False,C10,242,3,20
1113,2020-03-20,Quận Bình Tân,95268000,False,C14,493,3,20
1114,2020-03-21,Quận 8,36348000,True,C44,26,3,21
1115,2020-03-21,Quận Thủ Đức,64807000,True,C25,26,3,21
1116,2020-03-21,Quận 10,84336000,True,C24,335,3,21
1117,2020-03-21,Quận Bình Thạnh,19378000,True,C3,16,3,21
1118,2020-03-21,Quận 11,90441000,True,C5,81,3,21
1119,2020-03-21,Quận 7,76247000,True,C22,123,3,21
1120,2020-03-21,Quận 11,37842000,True,C42,368,3,21
1121,2020-03-21,Quận Bình Thạnh,11479000,True,C1,376,3,21
1122,2020-03-21,Quận 11,58245000,True,C28,128,3,21
1123,2020-03-21,Quận 2,38636000,True,C37,220,3,21
1124,2020-03-21,Quận Thủ Đức,64673000,True,C22,350,3,21
1125,2020-03-21,Quận 12,62830000,True,C42,38,3,21
1126,2020-03-21,Quận 12,63456000,True,C6,32,3,21
1127,2020-03-21,Quận Bình Tân,67201000,True,C43,412,3,21
1128,2020-03-21,Quận 6,27693000,True,C41,211,3,21
1129,2020-03-21,Quận 11,68467000,True,C47,470,3,21
1130,2020-03-21,Quận 9,24705000,True,C35,111,3,21
1131,2020-03-21,Quận 4,26633000,True,C8,200,3,21
1132,2020-03-21,Quận Tân Phú,21237000,True,C45,171,3,21
1133,2020-03-21,Quận 6,53137000,True,C44,276,3,21
1134,2020-03-21,Quận Bình Tân,32242000,True,C42,113,3,21
1135,2020-03-21,Quận Bình Thạnh,25512000,True,C13,405,3,21
1136,2020-03-21,Quận Bình Tân,91210000,True,C4,410,3,21
1137,2020-03-22,Quận Bình Tân,50767000,True,C23,60,3,22
1138,2020-03-22,Quận 4,30798000,True,C9,201,3,22
1139,2020-03-22,Quận 5,44682000,True,C39,174,3,22
1140,2020-03-22,Quận 8,99098000,True,C18,452,3,22
1141,2020-03-22,Quận 8,35143000,True,C21,114,3,22
1142,2020-03-22,Quận Gò Vấp,90600000,True,C16,319,3,22
1143,2020-03-22,Quận 1,55772000,True,C15,196,3,22
1144,2020-03-22,Quận 7,71336000,True,C39,387,3,22
1145,2020-03-22,Quận 5,8564000,True,C6,304,3,22
1146,2020-03-22,Quận Bình Tân,58351000,True,C7,385,3,22
1147,2020-03-23,Quận 5,85174000,False,C19,467,3,23
1148,2020-03-23,Quận 4,74355000,False,C32,497,3,23
1149,2020-03-23,Quận 9,23276000,False,C33,474,3,23
1150,2020-03-23,Quận 12,53362000,False,C2,96,3,23
1151,2020-03-23,Quận 11,12990000,False,C35,184,3,23
1152,2020-03-23,Quận 12,92580000,False,C16,239,3,23
1153,2020-03-23,Quận Phú Nhuận,71421000,False,C9,190,3,23
1154,2020-03-23,Quận 3,72984000,False,C23,445,3,23
1155,2020-03-23,Quận 2,16797000,False,C6,446,3,23
1156,2020-03-23,Quận 11,34675000,False,C22,354,3,23
1157,2020-03-23,Quận Tân Phú,64179000,False,C8,11,3,23
1158,2020-03-23,Quận 11,97869000,False,C30,272,3,23
1159,2020-03-23,Quận Phú Nhuận,8845000,False,C11,420,3,23
1160,2020-03-23,Quận 3,87578000,False,C39,239,3,23
1161,2020-03-23,Quận 1,73256000,False,C33,369,3,23
1162,2020-03-23,Quận Tân Phú,54110000,False,C36,377,3,23
1163,2020-03-23,Quận Gò Vấp,24563000,False,C9,56,3,23
1164,2020-03-24,Quận 7,45658000,False,C7,162,3,24
1165,2020-03-24,Quận 12,16537000,False,C35,124,3,24
1166,2020-03-24,Quận 8,87141000,False,C45,129,3,24
1167,2020-03-24,Quận 1,31719000,False,C13,252,3,24
1168,2020-03-24,Quận 1,26499000,False,C22,84,3,24
1169,2020-03-24,Quận Tân Phú,11115000,False,C13,95,3,24
1170,2020-03-24,Quận Gò Vấp,39669000,False,C24,258,3,24
1171,2020-03-24,Quận 6,17247000,False,C40,286,3,24
1172,2020-03-24,Quận Tân Phú,99887000,False,C4,392,3,24
1173,2020-03-24,Quận Tân Phú,53237000,False,C21,145,3,24
1174,2020-03-24,Quận Bình Tân,32282000,False,C40,134,3,24
1175,2020-03-24,Quận Thủ Đức,92014000,False,C18,435,3,24
1176,2020-03-24,Quận 3,9738000,False,C46,485,3,24
1177,2020-03-24,Quận Gò Vấp,53389000,False,C7,180,3,24
1178,2020-03-24,Quận 10,11229000,False,C32,454,3,24
1179,2020-03-25,Quận 9,24042000,False,C20,139,3,25
1180,2020-03-25,Quận 6,5681000,False,C18,401,3,25
1181,2020-03-25,Quận 1,99292000,False,C6,85,3,25
1182,2020-03-25,Quận Gò Vấp,51577000,False,C10,177,3,25
1183,2020-03-25,Quận 11,30697000,False,C41,493,3,25
1184,2020-03-25,Quận 3,90624000,False,C39,184,3,25
1185,2020-03-25,Quận 12,80753000,False,C20,314,3,25
1186,2020-03-25,Quận 7,92221000,False,C3,121,3,25
1187,2020-03-25,Quận 5,22435000,False,C14,385,3,25
1188,2020-03-25,Quận Thủ Đức,78116000,False,C41,437,3,25
1189,2020-03-25,Quận 4,54456000,False,C46,268,3,25
1190,2020-03-25,Quận 9,64925000,False,C32,25,3,25
1191,2020-03-25,Quận 11,49537000,False,C38,239,3,25
1192,2020-03-25,Quận 6,2070000,False,C2,377,3,25
1193,2020-03-25,Quận 7,28917000,False,C44,441,3,25
1194,2020-03-25,Quận Tân Phú,49037000,False,C31,263,3,25
1195,2020-03-25,Quận 4,27845000,False,C21,158,3,25
1196,2020-03-25,Quận 10,16348000,False,C39,496,3,25
1197,2020-03-25,Quận 3,7168000,False,C1,134,3,25
1198,2020-03-25,Quận Thủ Đức,73498000,False,C9,308,3,25
1199,2020-03-26,Quận Bình Thạnh,20303000,False,C15,123,3,26
1200,2020-03-26,Quận 2,40186000,False,C5,103,3,26
1201,2020-03-26,Quận 4,33232000,False,C18,278,3,26
1202,2020-03-26,Quận Tân Phú,65728000,False,C46,227,3,26
1203,2020-03-26,Quận Bình Thạnh,29645000,False,C17,402,3,26
1204,2020-03-26,Quận 3,95714000,False,C18,214,3,26
1205,2020-03-26,Quận Phú Nhuận,46605000,False,C47,284,3,26
1206,2020-03-26,Quận Bình Thạnh,31918000,False,C11,193,3,26
1207,2020-03-26,Quận 6,10824000,False,C15,482,3,26
1208,2020-03-26,Quận 5,22236000,False,C39,498,3,26
1209,2020-03-26,Quận Bình Thạnh,60781000,False,C31,201,3,26
1210,2020-03-26,Quận 3,38915000,False,C7,84,3,26
1211,2020-03-26,Quận 5,85187000,False,C45,295,3,26
1212,2020-03-26,Quận 12,10529000,False,C1,472,3,26
1213,2020-03-26,Quận 8,63619000,False,C48,271,3,26
1214,2020-03-27,Quận Tân Bình,47843000,False,C10,409,3,27
1215,2020-03-27,Quận Tân Bình,56889000,False,C31,12,3,27
1216,2020-03-27,Quận 12,48270000,False,C34,336,3,27
1217,2020-03-27,Quận 1,8013000,False,C17,224,3,27
1218,2020-03-27,Quận 8,66848000,False,C33,342,3,27
1219,2020-03-27,Quận Thủ Đức,10753000,False,C2,357,3,27
1220,2020-03-27,Quận 2,75368000,False,C36,33,3,27
1221,2020-03-27,Quận Tân Phú,54721000,False,C21,307,3,27
1222,2020-03-27,Quận 12,67546000,False,C31,441,3,27
1223,2020-03-27,Quận Thủ Đức,25463000,False,C14,375,3,27
1224,2020-03-27,Quận 2,91237000,False,C26,36,3,27
1225,2020-03-27,Quận Thủ Đức,32505000,False,C33,347,3,27
1226,2020-03-28,Quận 10,10861000,True,C34,301,3,28
1227,2020-03-28,Quận Thủ Đức,1170000,True,C28,374,3,28
1228,2020-03-28,Quận Tân Phú,27728000,True,C10,99,3,28
1229,2020-03-28,Quận 12,9426000,True,C37,289,3,28
1230,2020-03-28,Quận 6,49900000,True,C42,276,3,28
1231,2020-03-28,Quận 2,9201000,True,C36,240,3,28
1232,2020-03-28,Quận Thủ Đức,64093000,True,C5,234,3,28
1233,2020-03-28,Quận Tân Phú,27791000,True,C25,302,3,28
1234,2020-03-28,Quận 12,50916000,True,C21,421,3,28
1235,2020-03-28,Quận 8,27911000,True,C28,423,3,28
1236,2020-03-28,Quận Tân Phú,53503000,True,C46,88,3,28
1237,2020-03-29,Quận 4,22732000,True,C8,438,3,29
1238,2020-03-29,Quận Gò Vấp,64418000,True,C11,486,3,29
1239,2020-03-29,Quận Tân Bình,49153000,True,C11,285,3,29
1240,2020-03-29,Quận 10,21286000,True,C48,317,3,29
1241,2020-03-29,Quận 9,41581000,True,C14,73,3,29
1242,2020-03-29,Quận 11,11905000,True,C43,13,3,29
1243,2020-03-29,Quận Gò Vấp,66228000,True,C8,145,3,29
1244,2020-03-29,Quận Thủ Đức,11136000,True,C5,295,3,29
1245,2020-03-29,Quận Thủ Đức,12370000,True,C47,445,3,29
1246,2020-03-30,Quận Phú Nhuận,50104000,False,C36,360,3,30
1247,2020-03-30,Quận 8,38894000,False,C15,473,3,30
1248,2020-03-30,Quận 6,32714000,False,C11,323,3,30
1249,2020-03-30,Quận 2,6540000,False,C36,29,3,30
1250,2020-03-30,Quận 11,974000,False,C6,251,3,30
1251,2020-03-30,Quận 12,13396000,False,C23,322,3,30
1252,2020-03-30,Quận 3,13678000,False,C9,158,3,30
1253,2020-03-30,Quận 2,71583000,False,C14,461,3,30
1254,2020-03-30,Quận Tân Bình,55297000,False,C45,219,3,30
1255,2020-03-30,Quận 9,32443000,False,C18,471,3,30
1256,2020-03-30,Quận Phú Nhuận,14697000,False,C30,471,3,30
1257,2020-03-30,Quận 11,51580000,False,C45,148,3,30
1258,2020-03-30,Quận 11,81444000,False,C47,148,3,30
1259,2020-03-30,Quận 1,74678000,False,C30,88,3,30
1260,2020-03-31,Quận Phú Nhuận,16868000,False,C27,140,3,31
1261,2020-03-31,Quận Bình Tân,92054000,False,C31,240,3,31
1262,2020-03-31,Quận Bình Tân,30246000,False,C33,184,3,31
1263,2020-03-31,Quận Tân Phú,67586000,False,C26,295,3,31
1264,2020-03-31,Quận Tân Bình,96191000,False,C27,182,3,31
1265,2020-03-31,Quận 11,18980000,False,C16,404,3,31
1266,2020-03-31,Quận 8,12922000,False,C2,107,3,31
1267,2020-03-31,Quận 5,21439000,False,C30,258,3,31
1268,2020-03-31,Quận 8,74379000,False,C9,176,3,31
1269,2020-03-31,Quận 3,56479000,False,C37,363,3,31
1270,2020-03-31,Quận 5,31265000,False,C40,430,3,31
1271,2020-03-31,Quận 1,56803000,False,C44,67,3,31
1272,2020-03-31,Quận 3,77166000,False,C18,43,3,31
1273,2020-04-01,Quận 5,95514000,False,C21,474,4,1
1274,2020-04-01,Quận 2,80044000,False,C31,55,4,1
1275,2020-04-01,Quận 11,85332000,False,C34,369,4,1
1276,2020-04-01,Quận Tân Phú,21585000,False,C39,478,4,1
1277,2020-04-01,Quận 9,27010000,False,C40,157,4,1
1278,2020-04-01,Quận 10,19148000,False,C49,409,4,1
1279,2020-04-01,Quận 11,41355000,False,C18,91,4,1
1280,2020-04-01,Quận 3,99321000,False,C22,370,4,1
1281,2020-04-01,Quận 6,1690000,False,C22,352,4,1
1282,2020-04-01,Quận 2,79814000,False,C49,175,4,1
1283,2020-04-02,Quận Tân Phú,60271000,False,C29,310,4,2
1284,2020-04-02,Quận Thủ Đức,96965000,False,C46,45,4,2
